attribution_id,user_id,campaign_id,touchpoint_date,touchpoint_type,platform,device,attribution_model,attribution_weight,converted,conversion_value
ATTR00000254,USR00002611,CMP000059,2025-01-21,Impression,LinkedIn,Mobile,Time Decay,0.47,False,0
ATTR00000255,USR00006051,CMP000081,2025-03-26,Impression,Facebook,Gaming Console,Last Touch,0.15,False,0
ATTR00000256,USR00004805,CMP000069,2024-08-03,Impression,Instagram,Smart TV,First Touch,0.45,False,22.27
ATTR00000257,USR00009785,CMP000056,2025-03-02,View,Facebook,Web Browser,Time Decay,0.77,False,0
ATTR00000258,USR00009928,CMP000094,2025-02-06,Impression,Programmatic,Mobile,Linear,0.85,False,0
ATTR00000259,USR00001959,CMP000029,2024-09-13,Impression,Google Ads,Mobile,First Touch,0.83,False,0
ATTR00000260,USR00003162,CMP000011,2024-08-01,Click,Google Ads,Streaming Device,Time Decay,0.34,False,0
ATTR00000261,USR00006719,CMP000069,2024-07-30,Click,Google Ads,Mobile,Last Touch,0.73,False,0
ATTR00000262,USR00001627,CMP000031,2024-11-16,Impression,Google Ads,Streaming Device,Linear,0.52,True,0
ATTR00000263,USR00006477,CMP000014,2025-03-05,Click,YouTube,Tablet,First Touch,0.53,True,20.69
ATTR00000264,USR00009581,CMP000056,2025-03-16,Impression,Programmatic,Tablet,Linear,0.36,False,0
ATTR00000265,USR00009090,CMP000044,2025-02-28,Impression,Facebook,Web Browser,First Touch,0.43,False,0
ATTR00000266,USR00000660,CMP000041,2024-11-06,Impression,Google Ads,Smart TV,First Touch,0.48,False,0
ATTR00000267,USR00007198,CMP000043,2025-04-26,View,YouTube,Tablet,Time Decay,0.28,False,14.77
ATTR00000268,USR00009912,CMP000070,2025-04-11,Click,Programmatic,Mobile,First Touch,0.7,False,0
ATTR00000269,USR00001567,CMP000002,2024-09-16,View,YouTube,Smart TV,First Touch,0.56,False,22.3
ATTR00000270,USR00003361,CMP000079,2024-11-27,Click,TikTok,Mobile,Time Decay,0.24,False,0
ATTR00000271,USR00006688,CMP000056,2025-03-14,Click,LinkedIn,Web Browser,Linear,0.54,False,0
ATTR00000272,USR00000758,CMP000059,2025-02-12,Impression,Google Ads,Web Browser,Time Decay,0.2,False,0
ATTR00000273,USR00004940,CMP000074,2024-09-22,View,Google Ads,Mobile,Time Decay,0.66,False,0
ATTR00000274,USR00004959,CMP000090,2025-01-16,Impression,Facebook,Web Browser,First Touch,0.28,False,22.24
ATTR00000275,USR00009103,CMP000061,2025-06-18,Impression,Facebook,Smart TV,Last Touch,0.82,False,0
ATTR00000276,USR00007642,CMP000082,2025-05-23,Impression,Instagram,Mobile,Time Decay,0.85,False,0
ATTR00000277,USR00005161,CMP000094,2025-01-21,Click,Twitter,Mobile,Time Decay,0.35,False,0
ATTR00000278,USR00009181,CMP000024,2025-04-06,Impression,YouTube,Mobile,Linear,0.25,False,0
ATTR00000279,USR00003557,CMP000030,2024-08-17,Impression,Programmatic,Mobile,Time Decay,0.96,False,0
ATTR00000280,USR00005565,CMP000064,2025-03-13,Click,TikTok,Mobile,Time Decay,0.37,False,0
ATTR00000281,USR00006368,CMP000046,2025-06-18,Click,Facebook,Smart TV,First Touch,0.2,False,21.6
ATTR00000282,USR00005989,CMP000098,2025-02-19,View,TikTok,Web Browser,Time Decay,0.93,True,0
ATTR00000283,USR00002124,CMP000036,2024-11-21,Impression,YouTube,Tablet,Time Decay,0.55,False,12.1
ATTR00000284,USR00008013,CMP000074,2024-09-12,Impression,Google Ads,Tablet,First Touch,0.28,False,0
ATTR00000285,USR00006667,CMP000091,2024-12-19,View,Google Ads,Tablet,Time Decay,0.26,False,0
ATTR00000286,USR00009422,CMP000050,2024-11-02,View,Twitter,Smart TV,Last Touch,0.37,False,22.92
ATTR00000287,USR00006707,CMP000090,2025-01-15,Click,Twitter,Tablet,Time Decay,0.84,False,0
ATTR00000288,USR00004933,CMP000072,2024-08-23,View,LinkedIn,Web Browser,Last Touch,0.7,True,0
ATTR00000289,USR00001433,CMP000046,2025-06-11,Click,YouTube,Mobile,Time Decay,0.26,False,0
ATTR00000290,USR00003568,CMP000008,2024-08-20,Impression,LinkedIn,Smart TV,Linear,0.6,False,10.99
ATTR00000291,USR00000001,CMP000035,2025-02-20,Impression,LinkedIn,Gaming Console,Linear,0.19,False,0
ATTR00000292,USR00005209,CMP000079,2024-11-08,Impression,Facebook,Mobile,First Touch,0.44,False,13.43
ATTR00000293,USR00002093,CMP000013,2025-06-11,Impression,Google Ads,Smart TV,Last Touch,0.16,True,0
ATTR00000294,USR00009668,CMP000028,2025-06-19,Click,Google Ads,Gaming Console,First Touch,0.41,False,0
ATTR00000295,USR00002563,CMP000090,2025-01-16,Impression,Twitter,Web Browser,Time Decay,0.22,False,0
ATTR00000296,USR00009062,CMP000075,2025-02-22,Click,Google Ads,Gaming Console,Last Touch,0.4,True,0
ATTR00000297,USR00006977,CMP000041,2024-11-16,View,Programmatic,Mobile,Last Touch,0.24,False,11.05
ATTR00000298,USR00003656,CMP000018,2024-10-21,Impression,YouTube,Smart TV,First Touch,0.12,True,0
ATTR00000299,USR00006889,CMP000050,2024-11-10,Impression,Instagram,Mobile,Time Decay,0.85,True,14.11
ATTR00000300,USR00008518,CMP000013,2025-06-08,Click,Facebook,Smart TV,Time Decay,0.22,False,0
ATTR00000301,USR00001408,CMP000035,2025-02-12,View,LinkedIn,Tablet,Time Decay,0.76,False,0
ATTR00000302,USR00000621,CMP000022,2025-07-01,Click,Facebook,Smart TV,Linear,0.57,True,0
ATTR00000303,USR00001283,CMP000095,2024-09-10,Impression,TikTok,Web Browser,Time Decay,0.16,False,11.72
ATTR00000304,USR00008113,CMP000074,2024-09-26,View,LinkedIn,Web Browser,Time Decay,0.85,False,0
ATTR00000305,USR00006424,CMP000077,2024-12-30,Impression,Programmatic,Mobile,Time Decay,0.69,False,0
ATTR00000306,USR00002160,CMP000016,2024-11-25,View,LinkedIn,Tablet,First Touch,0.61,True,0
ATTR00000307,USR00003905,CMP000091,2024-12-12,View,YouTube,Mobile,Linear,0.12,False,0
ATTR00000308,USR00009057,CMP000050,2024-10-24,Click,YouTube,Mobile,Last Touch,0.56,False,0
ATTR00000309,USR00004247,CMP000017,2025-03-19,Impression,Programmatic,Smart TV,First Touch,0.53,False,0
ATTR00000310,USR00005272,CMP000040,2024-12-03,Impression,Twitter,Smart TV,Time Decay,0.99,False,0
ATTR00000311,USR00004567,CMP000008,2024-08-23,Impression,Programmatic,Web Browser,First Touch,0.14,False,0
ATTR00000312,USR00006995,CMP000040,2024-11-15,View,Programmatic,Smart TV,First Touch,0.29,False,0
ATTR00000313,USR00005113,CMP000091,2024-12-07,Click,TikTok,Smart TV,First Touch,0.58,False,0
ATTR00000314,USR00003982,CMP000013,2025-06-15,View,YouTube,Gaming Console,Last Touch,0.87,False,17.93
ATTR00000315,USR00001160,CMP000021,2024-08-02,View,TikTok,Mobile,Time Decay,0.97,False,0
ATTR00000316,USR00005345,CMP000078,2025-06-03,Impression,LinkedIn,Gaming Console,Linear,0.14,False,0
ATTR00000317,USR00000660,CMP000028,2025-06-20,View,Instagram,Smart TV,Last Touch,0.28,False,0
ATTR00000318,USR00001372,CMP000029,2024-09-24,Impression,LinkedIn,Web Browser,First Touch,0.62,False,0
ATTR00000319,USR00004928,CMP000089,2024-11-16,Click,Facebook,Smart TV,First Touch,0.15,False,0
ATTR00000320,USR00001580,CMP000029,2024-09-23,Impression,LinkedIn,Web Browser,First Touch,0.83,False,0
ATTR00000321,USR00001652,CMP000003,2024-10-04,Click,Google Ads,Mobile,Last Touch,0.13,False,0
ATTR00000322,USR00001751,CMP000094,2025-02-04,Click,LinkedIn,Smart TV,Linear,0.52,False,14.09
ATTR00000323,USR00003366,CMP000013,2025-06-04,Click,Facebook,Smart TV,Last Touch,0.2,False,22.34
ATTR00000324,USR00002539,CMP000020,2025-06-28,Impression,Twitter,Smart TV,Linear,0.37,False,0
ATTR00000325,USR00009081,CMP000034,2025-05-09,Click,Programmatic,Web Browser,Linear,0.88,True,0
ATTR00000326,USR00006967,CMP000026,2024-11-18,Click,Programmatic,Gaming Console,Last Touch,0.63,False,0
ATTR00000327,USR00008875,CMP000034,2025-04-26,Click,LinkedIn,Smart TV,Time Decay,0.35,False,14.27
ATTR00000328,USR00002976,CMP000006,2024-12-06,View,TikTok,Tablet,Last Touch,0.73,True,18.95
ATTR00000329,USR00009703,CMP000064,2025-03-26,Click,Programmatic,Mobile,First Touch,0.71,False,19.21
ATTR00000330,USR00009134,CMP000040,2024-12-05,Click,Facebook,Tablet,First Touch,0.22,False,0
ATTR00000331,USR00002423,CMP000039,2025-05-27,Click,Facebook,Gaming Console,Linear,0.76,False,0
ATTR00000332,USR00006618,CMP000031,2024-11-03,Impression,Instagram,Gaming Console,First Touch,0.45,False,0
ATTR00000333,USR00003899,CMP000014,2025-02-27,Click,Twitter,Tablet,Last Touch,0.38,False,0
ATTR00000334,USR00004738,CMP000037,2024-08-29,Impression,Programmatic,Web Browser,Linear,0.33,False,0
ATTR00000335,USR00002794,CMP000066,2025-02-13,Impression,Programmatic,Mobile,Last Touch,0.84,False,0
ATTR00000336,USR00006361,CMP000030,2024-09-01,Impression,Facebook,Mobile,Linear,0.79,False,0
ATTR00000337,USR00001415,CMP000085,2025-03-01,Click,Facebook,Smart TV,First Touch,0.99,False,0
ATTR00000338,USR00009226,CMP000010,2024-12-23,Impression,LinkedIn,Tablet,Last Touch,0.37,False,21.95
ATTR00000339,USR00004008,CMP000068,2025-05-20,Impression,Facebook,Smart TV,Last Touch,0.35,False,0
ATTR00000340,USR00004854,CMP000083,2025-01-31,Impression,YouTube,Smart TV,Time Decay,0.19,False,0
ATTR00000341,USR00004704,CMP000030,2024-08-18,Impression,TikTok,Streaming Device,First Touch,0.82,True,0
ATTR00000342,USR00009065,CMP000023,2025-05-24,View,Twitter,Web Browser,Last Touch,0.94,False,0
ATTR00000343,USR00007158,CMP000095,2024-09-06,Click,Google Ads,Web Browser,First Touch,0.25,False,0
ATTR00000344,USR00004285,CMP000008,2024-09-02,Impression,Instagram,Smart TV,Last Touch,0.76,False,0
ATTR00000345,USR00008023,CMP000040,2024-11-29,Impression,TikTok,Tablet,First Touch,0.72,False,0
ATTR00000346,USR00002416,CMP000016,2024-11-17,View,Facebook,Web Browser,Linear,0.17,False,0
ATTR00000347,USR00008573,CMP000015,2025-02-07,Click,Google Ads,Smart TV,Time Decay,0.85,False,0
ATTR00000348,USR00005408,CMP000010,2024-12-18,Impression,Instagram,Tablet,First Touch,0.37,False,22.89
ATTR00000349,USR00009056,CMP000056,2025-02-23,Click,Twitter,Gaming Console,Linear,0.48,True,0
ATTR00000350,USR00004629,CMP000022,2025-06-14,Impression,Google Ads,Tablet,Time Decay,0.93,True,0
ATTR00000351,USR00005265,CMP000095,2024-08-22,Click,Twitter,Mobile,First Touch,0.12,False,0
ATTR00000352,USR00008168,CMP000094,2025-02-07,View,Google Ads,Mobile,Linear,0.36,False,0
ATTR00000353,USR00002310,CMP000037,2024-09-13,Click,Programmatic,Tablet,Linear,0.29,True,0
ATTR00000354,USR00006064,CMP000089,2024-11-11,Click,YouTube,Mobile,Linear,0.27,False,0
ATTR00000355,USR00004518,CMP000079,2024-11-04,View,Twitter,Smart TV,Time Decay,0.92,False,0
ATTR00000356,USR00002037,CMP000018,2024-10-23,Click,Google Ads,Web Browser,Last Touch,0.29,True,0
ATTR00000357,USR00002990,CMP000048,2025-03-02,Impression,TikTok,Gaming Console,Time Decay,0.74,False,0
ATTR00000358,USR00007096,CMP000051,2024-09-18,Click,YouTube,Web Browser,Last Touch,0.32,True,0
ATTR00000359,USR00002066,CMP000013,2025-05-30,Impression,TikTok,Smart TV,Linear,0.25,False,0
ATTR00000360,USR00006871,CMP000009,2025-02-24,Click,LinkedIn,Mobile,Last Touch,0.1,False,0
ATTR00000361,USR00001018,CMP000090,2025-01-16,View,YouTube,Web Browser,First Touch,0.49,False,0
ATTR00000362,USR00007099,CMP000098,2025-02-03,Click,Google Ads,Mobile,Linear,0.72,False,0
ATTR00000363,USR00003563,CMP000081,2025-03-25,Impression,Google Ads,Streaming Device,First Touch,0.4,False,0
ATTR00000364,USR00003731,CMP000064,2025-03-20,View,Programmatic,Smart TV,First Touch,0.36,False,15.94
ATTR00000365,USR00006305,CMP000077,2024-12-19,View,Facebook,Gaming Console,First Touch,0.73,False,0
ATTR00000366,USR00006229,CMP000065,2025-03-04,Click,Google Ads,Web Browser,Linear,0.29,False,16.58
ATTR00000367,USR00004757,CMP000054,2024-11-19,View,Google Ads,Mobile,Last Touch,0.83,False,0
ATTR00000368,USR00009580,CMP000081,2025-04-05,Click,Twitter,Smart TV,Time Decay,0.53,False,0
ATTR00000369,USR00004863,CMP000084,2024-11-28,Click,TikTok,Mobile,Last Touch,0.77,False,0
ATTR00000370,USR00008302,CMP000042,2025-02-22,Impression,TikTok,Mobile,Time Decay,0.75,False,0
ATTR00000371,USR00009902,CMP000078,2025-06-02,Impression,Instagram,Smart TV,Last Touch,0.11,False,0
ATTR00000372,USR00006122,CMP000051,2024-09-21,Click,Instagram,Tablet,Time Decay,0.69,False,0
ATTR00000373,USR00006092,CMP000070,2025-04-22,Impression,YouTube,Smart TV,Linear,0.51,True,0
ATTR00000374,USR00000117,CMP000001,2024-07-13,Impression,Google Ads,Smart TV,Last Touch,0.36,False,0
ATTR00000375,USR00003105,CMP000037,2024-09-02,Impression,Google Ads,Tablet,Time Decay,0.52,False,0
ATTR00000376,USR00005363,CMP000026,2024-11-17,View,Google Ads,Mobile,Time Decay,0.61,False,0
ATTR00000377,USR00002838,CMP000022,2025-06-09,Impression,Google Ads,Mobile,Last Touch,0.26,False,0
ATTR00000378,USR00002246,CMP000071,2025-05-15,Impression,Programmatic,Tablet,Last Touch,0.73,False,11.92
ATTR00000379,USR00002821,CMP000023,2025-05-12,View,Instagram,Smart TV,Time Decay,0.61,False,0
ATTR00000380,USR00004228,CMP000093,2024-07-26,Impression,TikTok,Smart TV,Last Touch,0.96,True,0
ATTR00000381,USR00004928,CMP000062,2024-08-11,View,TikTok,Smart TV,Last Touch,0.98,True,0
ATTR00000382,USR00009836,CMP000020,2025-06-24,View,Google Ads,Mobile,First Touch,0.17,False,0
ATTR00000383,USR00003697,CMP000068,2025-05-25,Impression,Facebook,Smart TV,Time Decay,0.46,False,0
ATTR00000384,USR00002681,CMP000060,2024-10-01,Click,Facebook,Mobile,First Touch,0.63,False,0
ATTR00000385,USR00007999,CMP000039,2025-05-15,View,YouTube,Gaming Console,Linear,0.41,False,0
ATTR00000386,USR00007699,CMP000019,2024-09-25,View,TikTok,Smart TV,First Touch,0.85,True,0
ATTR00000387,USR00008804,CMP000053,2024-12-09,Impression,Google Ads,Mobile,Last Touch,0.81,False,10.72
ATTR00000388,USR00005002,CMP000034,2025-05-24,View,TikTok,Smart TV,First Touch,0.52,False,0
ATTR00000389,USR00007946,CMP000010,2024-12-03,Impression,Instagram,Gaming Console,Time Decay,0.78,False,0
ATTR00000390,USR00007379,CMP000034,2025-05-05,Impression,LinkedIn,Mobile,Time Decay,0.99,False,0
ATTR00000391,USR00006637,CMP000087,2024-10-10,View,Google Ads,Web Browser,Time Decay,0.14,False,22.18
ATTR00000392,USR00009712,CMP000100,2024-09-15,Impression,LinkedIn,Smart TV,First Touch,0.77,False,0
ATTR00000393,USR00008501,CMP000039,2025-05-06,Impression,Programmatic,Smart TV,First Touch,0.9,False,0
ATTR00000394,USR00003250,CMP000030,2024-08-16,Impression,YouTube,Mobile,Last Touch,0.63,False,0
ATTR00000395,USR00001001,CMP000090,2025-01-01,View,Instagram,Web Browser,Time Decay,0.59,False,0
ATTR00000396,USR00004208,CMP000026,2024-11-18,Impression,YouTube,Smart TV,Time Decay,0.33,False,0
ATTR00000397,USR00007435,CMP000093,2024-07-30,Impression,Instagram,Smart TV,First Touch,0.91,False,0
ATTR00000398,USR00001003,CMP000003,2024-09-29,Click,Instagram,Mobile,Linear,0.27,False,0
ATTR00000399,USR00004761,CMP000018,2024-10-11,Click,YouTube,Smart TV,Linear,0.76,False,0
ATTR00000400,USR00008514,CMP000044,2025-03-10,Impression,Instagram,Mobile,Time Decay,0.53,False,0
ATTR00000401,USR00009516,CMP000058,2024-11-13,Click,YouTube,Tablet,Time Decay,0.4,False,0
ATTR00000402,USR00008309,CMP000078,2025-06-07,Impression,YouTube,Smart TV,First Touch,0.57,False,19.68
ATTR00000403,USR00007696,CMP000047,2025-04-22,Click,TikTok,Mobile,First Touch,0.97,False,0
ATTR00000404,USR00002349,CMP000008,2024-08-28,View,TikTok,Smart TV,Linear,0.46,False,0
ATTR00000405,USR00000373,CMP000061,2025-06-12,Click,Facebook,Tablet,First Touch,0.48,False,0
ATTR00000406,USR00001596,CMP000082,2025-05-27,Click,YouTube,Tablet,Linear,0.3,True,0
ATTR00000407,USR00007738,CMP000046,2025-06-19,Impression,Instagram,Smart TV,Time Decay,0.57,False,0
ATTR00000408,USR00005649,CMP000030,2024-08-22,View,TikTok,Gaming Console,First Touch,0.99,True,0
ATTR00000409,USR00006832,CMP000072,2024-09-16,Impression,Facebook,Tablet,First Touch,0.31,False,0
ATTR00000410,USR00007764,CMP000026,2024-12-05,Impression,TikTok,Web Browser,First Touch,0.36,False,0
ATTR00000411,USR00008634,CMP000007,2024-09-18,Impression,Programmatic,Web Browser,Time Decay,0.38,False,0
ATTR00000412,USR00003945,CMP000061,2025-06-11,Click,TikTok,Tablet,Linear,0.43,False,0
ATTR00000413,USR00002576,CMP000081,2025-03-25,Click,Facebook,Mobile,First Touch,0.6,False,0
ATTR00000414,USR00007324,CMP000031,2024-11-02,Click,TikTok,Smart TV,First Touch,0.58,False,0
ATTR00000415,USR00008986,CMP000018,2024-10-16,View,Programmatic,Tablet,Linear,0.37,False,0
ATTR00000416,USR00005566,CMP000014,2025-03-10,Click,Programmatic,Smart TV,Last Touch,0.81,False,14.32
ATTR00000417,USR00007169,CMP000060,2024-10-10,View,Instagram,Gaming Console,Linear,0.74,False,0
ATTR00000418,USR00002298,CMP000025,2024-07-29,View,Instagram,Mobile,Last Touch,0.4,False,22.12
ATTR00000419,USR00009783,CMP000094,2025-01-25,Impression,TikTok,Tablet,Last Touch,0.66,False,0
ATTR00000420,USR00004746,CMP000064,2025-03-31,Click,Programmatic,Tablet,Time Decay,0.61,False,0
ATTR00000421,USR00007612,CMP000020,2025-06-10,Click,YouTube,Gaming Console,Last Touch,0.72,True,17.94
ATTR00000422,USR00001969,CMP000035,2025-02-16,Impression,Programmatic,Streaming Device,Last Touch,0.99,False,0
ATTR00000423,USR00006471,CMP000035,2025-03-03,View,YouTube,Gaming Console,Linear,0.28,False,15.01
ATTR00000424,USR00008369,CMP000042,2025-02-01,Click,YouTube,Tablet,Time Decay,0.69,False,0
ATTR00000425,USR00003115,CMP000091,2024-12-24,View,Twitter,Gaming Console,Linear,0.34,False,0
ATTR00000426,USR00001958,CMP000092,2024-11-18,View,TikTok,Streaming Device,Linear,0.56,False,0
ATTR00000427,USR00003576,CMP000073,2024-10-19,Impression,LinkedIn,Tablet,Time Decay,0.5,False,0
ATTR00000428,USR00001878,CMP000084,2024-11-07,Click,Programmatic,Web Browser,Last Touch,0.55,True,0
ATTR00000429,USR00005357,CMP000042,2025-02-05,View,Programmatic,Web Browser,First Touch,0.41,False,0
ATTR00000430,USR00000263,CMP000009,2025-02-10,Impression,TikTok,Smart TV,First Touch,0.75,False,0
ATTR00000431,USR00005184,CMP000045,2025-01-26,Click,TikTok,Mobile,Linear,0.15,False,15.32
ATTR00000432,USR00007434,CMP000059,2025-02-13,Click,Instagram,Smart TV,Last Touch,0.1,False,0
ATTR00000433,USR00004747,CMP000088,2025-01-22,Impression,Facebook,Tablet,Linear,0.21,False,0
ATTR00000434,USR00005506,CMP000007,2024-09-18,View,TikTok,Smart TV,Last Touch,0.12,False,0
ATTR00000435,USR00008475,CMP000020,2025-06-10,Impression,YouTube,Tablet,Last Touch,0.4,False,0
ATTR00000436,USR00006495,CMP000071,2025-05-29,Click,Programmatic,Tablet,Linear,0.68,False,0
ATTR00000437,USR00008979,CMP000041,2024-11-28,Impression,YouTube,Web Browser,First Touch,0.63,False,0
ATTR00000438,USR00003338,CMP000059,2025-01-24,Impression,Facebook,Web Browser,First Touch,0.64,False,0
ATTR00000439,USR00009866,CMP000067,2024-12-20,View,Google Ads,Tablet,Linear,0.2,False,0
ATTR00000440,USR00007416,CMP000096,2024-10-15,Click,Google Ads,Gaming Console,Time Decay,0.31,False,0
ATTR00000441,USR00008907,CMP000043,2025-05-13,Click,YouTube,Mobile,Last Touch,0.84,False,0
ATTR00000442,USR00006887,CMP000020,2025-06-16,Impression,TikTok,Streaming Device,Last Touch,0.67,False,0
ATTR00000443,USR00002687,CMP000071,2025-05-15,Impression,TikTok,Tablet,Time Decay,0.87,False,16.32
ATTR00000444,USR00006024,CMP000027,2025-02-22,View,YouTube,Tablet,Last Touch,0.8,False,0
ATTR00000445,USR00007177,CMP000023,2025-05-11,View,TikTok,Mobile,Last Touch,0.69,False,12.58
ATTR00000446,USR00007485,CMP000055,2025-02-16,View,Programmatic,Smart TV,Last Touch,0.65,False,0
ATTR00000447,USR00002692,CMP000078,2025-06-22,View,LinkedIn,Smart TV,First Touch,0.37,False,0
ATTR00000448,USR00003239,CMP000024,2025-04-17,Click,YouTube,Mobile,First Touch,0.25,False,0
ATTR00000449,USR00001391,CMP000041,2024-11-28,Impression,YouTube,Smart TV,Linear,0.75,False,0
ATTR00000450,USR00009913,CMP000015,2025-02-14,View,Google Ads,Streaming Device,First Touch,0.81,False,0
ATTR00000451,USR00000219,CMP000043,2025-05-12,Impression,Programmatic,Mobile,Last Touch,0.35,False,16.75
ATTR00000452,USR00007416,CMP000089,2024-11-29,Impression,Twitter,Gaming Console,Time Decay,0.83,False,0
ATTR00000453,USR00000311,CMP000040,2024-11-19,Click,Instagram,Web Browser,Linear,0.93,False,0
ATTR00000454,USR00001000,CMP000052,2025-01-11,View,Instagram,Smart TV,Time Decay,0.55,False,0
ATTR00000455,USR00005310,CMP000090,2025-01-10,View,Google Ads,Tablet,Time Decay,0.75,False,13.41
ATTR00000456,USR00007179,CMP000061,2025-06-13,Click,Google Ads,Web Browser,First Touch,0.5,False,0
ATTR00000457,USR00005437,CMP000095,2024-09-14,Click,Facebook,Smart TV,First Touch,1.0,False,13.2
ATTR00000458,USR00002907,CMP000067,2024-12-25,View,Facebook,Smart TV,Last Touch,0.15,False,22.03
ATTR00000459,USR00009628,CMP000028,2025-06-28,Click,Programmatic,Mobile,Time Decay,0.45,False,15.1
ATTR00000460,USR00009902,CMP000089,2024-11-24,Click,Google Ads,Smart TV,Linear,0.87,False,0
ATTR00000461,USR00000587,CMP000089,2024-11-19,Impression,Twitter,Tablet,Last Touch,0.11,True,0
ATTR00000462,USR00006024,CMP000019,2024-09-02,Click,Google Ads,Tablet,Linear,0.5,False,0
