performance_id,campaign_id,date,platform,impressions,clicks,click_through_rate,views,view_rate,spend,cost_per_click,cost_per_thousand_impressions,conversions,conversion_rate,signups,subscriptions,revenue_generated
PERF0000000203,CMP000071,2025-05-13,Twitter,597044,16152,2.71,317046,53.1,66060.08,4.09,110.65,1076,6.66,147,112,1627.15
PERF0000000204,CMP000095,2024-09-03,YouTube,240706,4767,1.98,0,0,10724.61,2.25,44.55,350,7.34,49,39,792.18
PERF0000000205,CMP000009,2025-02-21,Facebook,424169,11367,2.68,0,0,15246.78,1.34,35.95,447,3.93,85,51,1074.41
PERF0000000206,CMP000068,2025-06-09,Twitter,317984,4679,1.47,0,0,10604.71,2.27,33.35,94,2.01,16,10,114.05
PERF0000000207,CMP000087,2024-10-29,TikTok,486654,9909,2.04,0,0,8733.63,0.88,17.95,218,2.2,218,75,994.9
PERF0000000208,CMP000024,2025-04-10,Instagram,272819,4013,1.47,0,0,12777.06,3.18,46.83,247,6.15,45,31,511.91
PERF0000000209,CMP000083,2025-02-18,Instagram,295934,2714,0.92,0,0,4884.54,1.8,16.51,72,2.65,72,45,794.78
PERF0000000210,CMP000046,2025-06-28,Google Ads,259074,2179,0.84,0,0,9083.1,4.17,35.06,210,9.64,42,29,538.7
PERF0000000211,CMP000054,2024-11-25,Programmatic,522438,8719,1.67,304424,58.27,35586.28,4.08,68.12,260,2.98,27,15,195.47
PERF0000000212,CMP000100,2024-09-06,Programmatic,293214,5210,1.78,0,0,16032.28,3.08,54.68,177,3.4,36,32,530.52
PERF0000000213,CMP000097,2024-08-23,Programmatic,291446,3049,1.05,0,0,7357.83,2.41,25.25,232,7.61,232,130,1619.21
PERF0000000214,CMP000005,2024-12-24,TikTok,375509,16705,4.45,128984,34.35,73398.55,4.39,195.46,343,2.05,343,214,2552.65
PERF0000000215,CMP000095,2024-09-02,Twitter,456437,10392,2.28,0,0,34786.89,3.35,76.21,259,2.49,33,19,225.86
PERF0000000216,CMP000008,2024-08-29,Twitter,284068,3416,1.2,0,0,9989.95,2.92,35.17,133,3.89,32,19,241.92
PERF0000000217,CMP000066,2025-03-13,Facebook,76087,2211,2.91,0,0,8922.73,4.04,117.27,204,9.23,204,142,3000.27
PERF0000000218,CMP000017,2025-04-07,Instagram,271805,4308,1.58,125315,46.1,6953.1,1.61,25.58,370,8.59,66,36,642.37
PERF0000000219,CMP000081,2025-03-23,LinkedIn,483947,6301,1.3,337455,69.73,24951.83,3.96,51.56,291,4.62,72,56,1191.26
PERF0000000220,CMP000059,2025-02-17,Programmatic,176593,3452,1.95,0,0,15223.61,4.41,86.21,297,8.6,35,31,554.21
PERF0000000221,CMP000090,2025-01-10,Facebook,422164,7751,1.84,0,0,11473.3,1.48,27.18,377,4.86,53,32,658.78
PERF0000000222,CMP000044,2025-03-02,Instagram,301821,7941,2.63,0,0,32140.14,4.05,106.49,718,9.04,718,434,4180.81
PERF0000000223,CMP000081,2025-04-04,Programmatic,27072,405,1.5,19730,72.88,1006.74,2.49,37.19,4,0.99,1,0,0.0
PERF0000000224,CMP000017,2025-04-13,TikTok,176699,7947,4.5,130456,73.83,7311.48,0.92,41.38,337,4.24,39,29,524.17
PERF0000000225,CMP000007,2024-09-13,TikTok,385626,8671,2.25,0,0,13471.68,1.55,34.93,598,6.9,143,71,1112.24
PERF0000000226,CMP000017,2025-04-03,YouTube,554676,20633,3.72,168978,30.46,74901.65,3.63,135.04,1723,8.35,512,342,3707.43
PERF0000000227,CMP000010,2024-12-10,LinkedIn,51835,1206,2.33,0,0,1158.87,0.96,22.36,46,3.81,12,6,118.91
PERF0000000228,CMP000097,2024-09-18,Instagram,341370,10180,2.98,0,0,11634.1,1.14,34.08,587,5.77,587,178,3220.07
PERF0000000229,CMP000057,2025-03-07,YouTube,334294,7925,2.37,0,0,36768.22,4.64,109.99,518,6.54,97,56,1206.37
PERF0000000230,CMP000018,2024-10-30,Facebook,314106,7303,2.33,0,0,15204.19,2.08,48.4,355,4.86,91,54,972.79
PERF0000000231,CMP000032,2025-05-19,TikTok,413404,11795,2.85,0,0,7321.27,0.62,17.71,1017,8.62,279,162,2832.89
PERF0000000232,CMP000025,2024-08-19,LinkedIn,319898,11467,3.58,221337,69.19,46693.64,4.07,145.96,361,3.15,63,37,663.16
PERF0000000233,CMP000010,2024-12-19,Google Ads,194319,5508,2.83,0,0,6025.33,1.09,31.01,481,8.73,102,65,1205.83
PERF0000000234,CMP000098,2025-02-14,Facebook,13750,270,1.96,0,0,151.76,0.56,11.04,7,2.59,1,0,0.0
PERF0000000235,CMP000037,2024-09-11,LinkedIn,454150,17290,3.81,154962,34.12,50392.43,2.91,110.96,1131,6.54,1131,464,6184.52
PERF0000000236,CMP000066,2025-03-14,YouTube,428656,3808,0.89,0,0,7503.19,1.97,17.5,239,6.28,239,144,2604.64
PERF0000000237,CMP000083,2025-01-22,TikTok,371307,5917,1.59,0,0,28344.95,4.79,76.34,186,3.14,186,73,1601.24
PERF0000000238,CMP000015,2025-02-01,Google Ads,334314,12250,3.66,210292,62.9,15807.48,1.29,47.28,136,1.11,17,8,127.52
PERF0000000239,CMP000045,2025-01-24,TikTok,92536,1322,1.43,0,0,5121.42,3.87,55.35,117,8.85,28,15,323.83
PERF0000000240,CMP000043,2025-05-21,LinkedIn,147596,2670,1.81,0,0,4494.34,1.68,30.45,261,9.78,58,40,645.64
PERF0000000241,CMP000008,2024-08-26,Instagram,197774,1766,0.89,0,0,7028.65,3.98,35.54,159,9.0,37,20,387.22
PERF0000000242,CMP000001,2024-07-11,Google Ads,133215,819,0.61,0,0,1750.94,2.14,13.14,76,9.28,10,8,75.88
PERF0000000243,CMP000092,2024-11-16,LinkedIn,122710,1600,1.3,0,0,3797.05,2.37,30.94,119,7.44,18,9,127.88
PERF0000000244,CMP000065,2025-03-08,Google Ads,99028,1047,1.06,0,0,2953.57,2.82,29.83,14,1.34,2,1,21.11
PERF0000000245,CMP000100,2024-09-19,TikTok,176599,1264,0.72,0,0,3229.97,2.56,18.29,54,4.27,8,6,116.06
PERF0000000246,CMP000032,2025-05-16,Twitter,315216,9234,2.93,0,0,46078.05,4.99,146.18,737,7.98,181,130,2617.37
PERF0000000247,CMP000020,2025-06-01,LinkedIn,17535,189,1.08,0,0,389.13,2.06,22.19,16,8.47,16,10,223.04
PERF0000000248,CMP000001,2024-08-03,LinkedIn,450123,10556,2.35,0,0,19885.37,1.88,44.18,300,2.84,88,58,1301.9
PERF0000000249,CMP000019,2024-09-23,TikTok,53772,327,0.61,0,0,504.11,1.54,9.37,28,8.56,5,4,61.63
PERF0000000250,CMP000096,2024-09-28,Facebook,269989,2251,0.83,0,0,9431.31,4.19,34.93,37,1.64,7,4,89.96
PERF0000000251,CMP000031,2024-11-03,TikTok,451123,5808,1.29,0,0,23834.15,4.1,52.83,424,7.3,104,65,831.83
PERF0000000252,CMP000010,2025-01-02,YouTube,76361,1870,2.45,0,0,5855.32,3.13,76.68,44,2.35,5,3,44.04
PERF0000000253,CMP000069,2024-07-26,YouTube,483869,10805,2.23,209275,43.25,11233.0,1.04,23.21,261,2.42,61,50,937.31
PERF0000000254,CMP000006,2024-11-26,Twitter,82764,602,0.73,0,0,973.42,1.62,11.76,25,4.15,5,3,37.9
PERF0000000255,CMP000023,2025-05-04,LinkedIn,453057,7387,1.63,0,0,28560.75,3.87,63.04,239,3.24,45,36,394.1
PERF0000000256,CMP000002,2024-08-28,YouTube,73532,731,0.99,0,0,1683.21,2.3,22.89,52,7.11,14,7,120.37
PERF0000000257,CMP000010,2024-12-03,Facebook,108678,2995,2.76,0,0,7473.85,2.5,68.77,64,2.14,17,14,190.84
PERF0000000258,CMP000006,2024-12-20,Programmatic,31548,290,0.92,0,0,893.92,3.08,28.34,24,8.28,4,2,37.11
PERF0000000259,CMP000023,2025-05-15,YouTube,481213,4657,0.97,0,0,8193.27,1.76,17.03,416,8.93,44,32,397.79
PERF0000000260,CMP000038,2025-05-17,LinkedIn,467830,8779,1.88,0,0,6798.51,0.77,14.53,308,3.51,39,22,470.25
PERF0000000261,CMP000068,2025-05-17,Google Ads,205539,5045,2.45,0,0,10675.24,2.12,51.94,297,5.89,58,50,801.18
PERF0000000262,CMP000050,2024-10-27,Instagram,18664,242,1.3,0,0,359.51,1.49,19.26,21,8.68,5,2,45.74
PERF0000000263,CMP000068,2025-05-21,YouTube,88689,665,0.75,0,0,2298.17,3.46,25.91,22,3.31,5,4,39.09
PERF0000000264,CMP000029,2024-09-30,LinkedIn,191019,5421,2.84,0,0,26898.67,4.96,140.82,138,2.55,20,12,231.88
PERF0000000265,CMP000046,2025-06-27,Google Ads,373811,8415,2.25,0,0,40089.18,4.76,107.24,510,6.06,108,62,1414.97
PERF0000000266,CMP000064,2025-03-22,TikTok,97042,1675,1.73,0,0,1517.81,0.91,15.64,51,3.04,7,4,36.0
PERF0000000267,CMP000079,2024-11-06,Instagram,183655,4210,2.29,0,0,19511.3,4.63,106.24,361,8.57,59,30,516.08
PERF0000000268,CMP000019,2024-09-25,Facebook,448799,8149,1.82,0,0,17455.19,2.14,38.89,134,1.64,32,24,412.66
PERF0000000269,CMP000044,2025-02-22,Twitter,76539,2249,2.94,0,0,8536.27,3.8,111.53,110,4.89,110,61,964.46
PERF0000000270,CMP000041,2024-11-05,Twitter,122040,2640,2.16,0,0,10995.72,4.17,90.1,116,4.39,28,17,195.12
PERF0000000271,CMP000001,2024-08-09,LinkedIn,451041,13466,2.99,0,0,65220.25,4.84,144.6,173,1.28,38,32,721.13
PERF0000000272,CMP000029,2024-10-02,Facebook,496094,8634,1.74,0,0,17183.89,1.99,34.64,146,1.69,24,15,268.45
PERF0000000273,CMP000012,2025-02-10,Twitter,239162,1263,0.53,0,0,1823.24,1.44,7.62,91,7.21,15,12,228.91
PERF0000000274,CMP000007,2024-09-13,Programmatic,389085,6027,1.55,0,0,7524.85,1.25,19.34,284,4.71,78,49,698.0
PERF0000000275,CMP000062,2024-08-12,YouTube,90278,1469,1.63,0,0,6017.58,4.1,66.66,19,1.29,1,0,0.0
PERF0000000276,CMP000044,2025-02-18,LinkedIn,89360,2082,2.33,0,0,6166.28,2.96,69.0,189,9.08,189,63,1090.3
PERF0000000277,CMP000079,2024-11-28,Programmatic,374363,2161,0.58,0,0,10245.28,4.74,27.37,53,2.45,14,7,72.85
PERF0000000278,CMP000027,2025-02-13,LinkedIn,370531,6985,1.89,0,0,32585.59,4.67,87.94,409,5.86,94,58,599.3
PERF0000000279,CMP000051,2024-09-14,Programmatic,85525,544,0.64,0,0,281.34,0.52,3.29,9,1.65,2,1,15.71
PERF0000000280,CMP000013,2025-05-17,YouTube,94565,1981,2.09,0,0,9700.48,4.9,102.58,104,5.25,12,9,140.25
PERF0000000281,CMP000085,2025-02-16,Facebook,341522,6353,1.86,0,0,8461.98,1.33,24.78,569,8.96,98,66,836.63
PERF0000000282,CMP000060,2024-09-22,YouTube,443870,5199,1.17,0,0,4041.58,0.78,9.11,403,7.75,94,50,690.15
PERF0000000283,CMP000070,2025-04-22,YouTube,590493,7345,1.24,291439,49.36,20945.15,2.85,35.47,711,9.68,711,408,9016.42
PERF0000000284,CMP000074,2024-10-07,YouTube,254698,3176,1.25,0,0,7230.54,2.28,28.39,275,8.66,275,86,1460.89
PERF0000000285,CMP000067,2025-01-07,Instagram,136124,6529,4.8,71399,52.45,31148.4,4.77,228.82,163,2.5,23,13,124.64
PERF0000000286,CMP000011,2024-08-16,LinkedIn,221727,11062,4.99,136054,61.36,47052.07,4.25,212.21,367,3.32,103,89,883.61
PERF0000000287,CMP000050,2024-11-05,LinkedIn,294435,3872,1.32,0,0,6748.52,1.74,22.92,198,5.11,54,43,761.65
PERF0000000288,CMP000067,2025-01-07,LinkedIn,127984,3401,2.66,47878,37.41,10698.54,3.15,83.59,266,7.82,76,66,1113.26
PERF0000000289,CMP000013,2025-06-11,TikTok,459806,8456,1.84,0,0,17312.91,2.05,37.65,397,4.69,70,48,840.74
PERF0000000290,CMP000005,2024-12-15,TikTok,432548,6814,1.58,261400,60.43,24676.74,3.62,57.05,91,1.34,91,59,804.22
PERF0000000291,CMP000031,2024-10-26,Programmatic,487782,5714,1.17,0,0,12433.57,2.18,25.49,230,4.03,59,36,748.43
PERF0000000292,CMP000090,2025-01-20,Facebook,460553,4927,1.07,0,0,9125.6,1.85,19.81,379,7.69,96,60,1151.59
PERF0000000293,CMP000078,2025-06-12,Facebook,103532,1660,1.6,0,0,7653.34,4.61,73.92,77,4.64,15,10,142.25
PERF0000000294,CMP000008,2024-08-27,Instagram,39402,503,1.28,0,0,1398.63,2.78,35.5,11,2.19,2,1,9.4
PERF0000000295,CMP000025,2024-08-24,YouTube,887633,10922,1.23,280967,31.65,7945.94,0.73,8.95,463,4.24,64,41,635.05
PERF0000000296,CMP000051,2024-09-16,Facebook,362131,2087,0.58,0,0,4541.52,2.18,12.54,132,6.32,17,14,240.89
PERF0000000297,CMP000045,2025-01-19,Instagram,444171,12153,2.74,0,0,47036.06,3.87,105.9,874,7.19,137,89,1003.09
PERF0000000298,CMP000074,2024-10-03,YouTube,454373,4786,1.05,0,0,7241.24,1.51,15.94,136,2.84,136,76,1229.37
PERF0000000299,CMP000100,2024-09-22,Google Ads,253563,7045,2.78,0,0,24045.8,3.41,94.83,451,6.4,45,27,547.05
PERF0000000300,CMP000040,2024-11-30,TikTok,227196,6222,2.74,0,0,26954.56,4.33,118.64,319,5.13,319,123,1626.06
PERF0000000301,CMP000067,2025-01-08,LinkedIn,622879,8777,1.41,346169,55.58,30549.22,3.48,49.05,753,8.58,131,99,1734.15
PERF0000000302,CMP000039,2025-05-25,Facebook,257569,1698,0.66,0,0,8401.07,4.95,32.62,114,6.71,114,73,923.16
PERF0000000303,CMP000092,2024-11-23,TikTok,103754,907,0.87,0,0,3577.78,3.94,34.48,82,9.04,21,17,295.64
PERF0000000304,CMP000085,2025-02-18,Instagram,383160,2159,0.56,0,0,5911.73,2.74,15.43,79,3.66,22,14,270.26
PERF0000000305,CMP000075,2025-02-24,YouTube,184918,4283,2.32,0,0,6427.22,1.5,34.76,248,5.79,63,54,993.39
PERF0000000306,CMP000065,2025-02-24,Instagram,445736,9556,2.14,0,0,28783.78,3.01,64.58,348,3.64,67,53,1014.56
PERF0000000307,CMP000072,2024-09-13,Instagram,361365,9933,2.75,0,0,34218.75,3.44,94.69,298,3.0,43,36,535.56
PERF0000000308,CMP000043,2025-05-07,TikTok,312007,3853,1.23,0,0,16685.27,4.33,53.48,201,5.22,54,39,866.2
PERF0000000309,CMP000010,2024-12-18,YouTube,267394,2137,0.8,0,0,7614.43,3.56,28.48,123,5.76,22,18,199.82
PERF0000000310,CMP000026,2024-11-20,LinkedIn,303531,8292,2.73,0,0,40961.83,4.94,134.95,189,2.28,51,29,293.52
PERF0000000311,CMP000043,2025-05-16,Instagram,169319,3532,2.09,0,0,1840.92,0.52,10.87,122,3.45,30,17,334.78
PERF0000000312,CMP000063,2024-11-30,Facebook,72845,1483,2.04,0,0,4969.08,3.35,68.21,68,4.59,19,12,114.22
PERF0000000313,CMP000026,2024-12-03,Twitter,12380,337,2.72,0,0,1316.26,3.91,106.32,19,5.64,1,0,0.0
PERF0000000314,CMP000029,2024-10-04,Twitter,168626,1386,0.82,0,0,3085.2,2.23,18.3,87,6.28,11,9,118.48
PERF0000000315,CMP000038,2025-05-16,Twitter,232365,6320,2.72,0,0,31471.24,4.98,135.44,258,4.08,72,46,534.89
PERF0000000316,CMP000052,2024-12-27,YouTube,122608,2841,2.32,0,0,3097.9,1.09,25.27,216,7.6,47,26,367.18
PERF0000000317,CMP000084,2024-11-24,Google Ads,201708,5428,2.69,0,0,8961.91,1.65,44.43,315,5.8,34,30,547.73
PERF0000000318,CMP000084,2024-11-25,Google Ads,30289,673,2.22,0,0,1598.7,2.38,52.78,29,4.31,6,4,44.54
PERF0000000319,CMP000089,2024-12-02,Google Ads,162871,2528,1.55,0,0,2412.75,0.95,14.81,143,5.66,32,24,356.49
PERF0000000320,CMP000014,2025-03-02,Facebook,153219,1202,0.78,0,0,1175.78,0.98,7.67,33,2.75,4,2,32.63
PERF0000000321,CMP000026,2024-11-21,LinkedIn,159849,1440,0.9,0,0,4271.94,2.97,26.72,132,9.17,31,21,257.73
PERF0000000322,CMP000002,2024-09-17,Facebook,480466,3728,0.78,0,0,11495.99,3.08,23.93,203,5.45,58,47,471.91
PERF0000000323,CMP000093,2024-07-07,TikTok,342818,3695,1.08,0,0,18286.54,4.95,53.34,135,3.65,26,14,160.1
PERF0000000324,CMP000006,2024-12-17,TikTok,193856,4854,2.5,0,0,9257.46,1.91,47.75,371,7.64,44,35,337.14
PERF0000000325,CMP000018,2024-10-27,Instagram,177312,2471,1.39,0,0,6102.67,2.47,34.42,162,6.56,44,23,469.19
PERF0000000326,CMP000024,2025-04-02,LinkedIn,214846,6242,2.91,0,0,10756.52,1.72,50.07,279,4.47,75,61,1102.5
PERF0000000327,CMP000022,2025-06-05,Instagram,369993,8569,2.32,0,0,42134.3,4.92,113.88,736,8.59,88,76,1196.81
PERF0000000328,CMP000073,2024-11-07,Programmatic,100032,2028,2.03,0,0,8124.65,4.01,81.22,131,6.46,35,29,555.99
PERF0000000329,CMP000017,2025-03-31,Programmatic,128423,5843,4.55,66824,52.03,4586.83,0.79,35.72,402,6.88,41,34,555.47
PERF0000000330,CMP000096,2024-10-14,YouTube,356191,9556,2.68,0,0,27100.32,2.84,76.08,687,7.19,153,102,1954.64
PERF0000000331,CMP000062,2024-07-29,LinkedIn,82937,2154,2.6,0,0,6489.03,3.01,78.24,213,9.89,23,17,190.18
PERF0000000332,CMP000061,2025-06-29,Programmatic,460824,4209,0.91,0,0,16336.96,3.88,35.45,163,3.87,163,70,901.89
PERF0000000333,CMP000065,2025-02-22,LinkedIn,216433,5503,2.54,0,0,4703.62,0.85,21.73,275,5.0,59,31,495.02
PERF0000000334,CMP000041,2024-11-03,Programmatic,395719,8442,2.13,0,0,8120.32,0.96,20.52,397,4.7,83,41,420.76
PERF0000000335,CMP000078,2025-06-22,TikTok,471674,8352,1.77,0,0,11950.3,1.43,25.34,588,7.04,170,109,1062.73
PERF0000000336,CMP000029,2024-10-09,Programmatic,179049,3402,1.9,0,0,11188.87,3.29,62.49,178,5.23,41,32,338.76
PERF0000000337,CMP000098,2025-02-20,YouTube,6151,83,1.35,0,0,351.46,4.23,57.14,8,9.64,1,0,0.0
PERF0000000338,CMP000006,2024-12-18,Instagram,263171,2239,0.85,0,0,8342.18,3.73,31.7,167,7.46,20,14,162.62
PERF0000000339,CMP000051,2024-09-02,Programmatic,437303,10729,2.45,0,0,39971.38,3.73,91.4,211,1.97,38,33,683.58
PERF0000000340,CMP000076,2025-02-07,Programmatic,244802,5253,2.15,0,0,25229.4,4.8,103.06,116,2.21,116,57,935.66
PERF0000000341,CMP000007,2024-09-18,LinkedIn,444781,8730,1.96,0,0,40678.91,4.66,91.46,700,8.02,197,153,1747.43
PERF0000000342,CMP000017,2025-03-19,LinkedIn,699461,23796,3.4,518543,74.13,65879.12,2.77,94.19,1061,4.46,313,271,5328.74
PERF0000000343,CMP000036,2024-12-02,Twitter,159231,2598,1.63,0,0,2858.25,1.1,17.95,122,4.7,29,23,303.02
PERF0000000344,CMP000090,2025-01-16,Twitter,378227,8858,2.34,0,0,26495.31,2.99,70.05,261,2.95,37,29,539.47
PERF0000000345,CMP000087,2024-10-11,Instagram,269185,4996,1.86,0,0,16816.28,3.37,62.47,369,7.39,369,222,3743.35
PERF0000000346,CMP000075,2025-02-20,LinkedIn,358497,8495,2.37,0,0,36411.71,4.29,101.57,303,3.57,81,66,1076.34
PERF0000000347,CMP000004,2024-11-12,Instagram,32821,714,2.18,0,0,999.29,1.4,30.45,55,7.7,7,4,49.99
PERF0000000348,CMP000008,2024-09-02,TikTok,111955,2668,2.38,0,0,1721.87,0.65,15.38,222,8.32,26,22,425.54
PERF0000000349,CMP000029,2024-10-05,LinkedIn,129568,2302,1.78,0,0,9405.4,4.09,72.59,167,7.25,39,20,286.64
PERF0000000350,CMP000054,2024-12-03,Twitter,588944,7156,1.22,395673,67.18,10117.81,1.41,17.18,631,8.82,171,115,1396.98
PERF0000000351,CMP000082,2025-06-11,Twitter,400893,7901,1.97,0,0,30205.72,3.82,75.35,218,2.76,53,30,458.2
PERF0000000352,CMP000088,2024-12-27,Instagram,96118,2246,2.34,0,0,2329.31,1.04,24.23,30,1.34,4,2,22.49
PERF0000000353,CMP000033,2025-02-25,Twitter,249491,5673,2.27,0,0,6788.46,1.2,27.21,135,2.38,135,57,553.01
PERF0000000354,CMP000081,2025-03-29,TikTok,524379,21812,4.16,301559,57.51,18059.54,0.83,34.44,1607,7.37,329,290,4720.76
PERF0000000355,CMP000065,2025-02-20,LinkedIn,289730,5338,1.84,0,0,4877.62,0.91,16.84,159,2.98,22,13,182.54
PERF0000000356,CMP000028,2025-06-29,Programmatic,299301,7659,2.56,0,0,37644.75,4.92,125.78,82,1.07,19,12,259.84
PERF0000000357,CMP000079,2024-11-29,YouTube,25907,571,2.2,0,0,1110.15,1.94,42.85,52,9.11,15,9,148.98
PERF0000000358,CMP000037,2024-08-22,Twitter,549292,23132,4.21,287158,52.28,16130.69,0.7,29.37,2101,9.08,2101,792,12818.14
PERF0000000359,CMP000013,2025-05-22,Google Ads,333693,2214,0.66,0,0,7785.55,3.52,23.33,176,7.95,48,32,334.24
PERF0000000360,CMP000069,2024-08-10,LinkedIn,687968,29355,4.27,231198,33.61,105302.14,3.59,153.06,356,1.21,86,44,440.68
PERF0000000361,CMP000023,2025-05-29,TikTok,297596,2012,0.68,0,0,8444.94,4.2,28.38,185,9.19,33,22,322.35
PERF0000000362,CMP000041,2024-10-31,LinkedIn,358002,2848,0.8,0,0,1499.6,0.53,4.19,213,7.48,23,18,173.29
PERF0000000363,CMP000010,2024-12-14,Facebook,156957,3872,2.47,0,0,7186.73,1.86,45.79,68,1.76,17,11,159.74
PERF0000000364,CMP000085,2025-02-08,Programmatic,86958,1594,1.83,0,0,1775.26,1.11,20.42,72,4.52,18,12,269.18
PERF0000000365,CMP000019,2024-09-10,Twitter,10845,204,1.88,0,0,611.55,3.0,56.39,4,1.96,0,0,0.0
PERF0000000366,CMP000011,2024-08-04,YouTube,794645,31513,3.97,526824,66.3,45782.6,1.45,57.61,2883,9.15,779,433,5008.03
PERF0000000367,CMP000079,2024-11-26,TikTok,106882,840,0.79,0,0,2956.3,3.52,27.66,51,6.07,5,4,91.4
PERF0000000368,CMP000071,2025-05-22,Facebook,314771,11604,3.69,133885,42.53,16110.75,1.39,51.18,722,6.22,209,134,2464.01
PERF0000000369,CMP000031,2024-10-28,TikTok,329804,2224,0.67,0,0,3048.53,1.37,9.24,119,5.35,19,14,261.78
PERF0000000370,CMP000020,2025-06-19,Twitter,428467,5530,1.29,0,0,13423.43,2.43,31.33,57,1.03,57,22,266.01
PERF0000000371,CMP000095,2024-09-04,LinkedIn,150059,3901,2.6,0,0,4308.17,1.1,28.71,296,7.59,81,55,770.68
PERF0000000372,CMP000040,2024-11-23,Facebook,97154,2053,2.11,0,0,1783.81,0.87,18.36,72,3.51,72,45,966.07
PERF0000000373,CMP000026,2024-11-18,Facebook,386380,2660,0.69,0,0,1553.0,0.58,4.02,148,5.56,15,10,146.62
PERF0000000374,CMP000076,2025-02-10,Google Ads,294194,3387,1.15,0,0,15319.19,4.52,52.07,198,5.85,198,111,1228.87
PERF0000000375,CMP000051,2024-09-03,TikTok,75192,1249,1.66,0,0,3493.27,2.8,46.46,57,4.56,11,8,166.89
PERF0000000376,CMP000079,2024-11-21,Instagram,401994,7176,1.79,0,0,17997.35,2.51,44.77,187,2.61,54,41,924.07
PERF0000000377,CMP000095,2024-09-07,Programmatic,497398,6948,1.4,0,0,10315.6,1.48,20.74,374,5.38,42,27,258.91
PERF0000000378,CMP000027,2025-02-23,Twitter,208472,3490,1.67,0,0,8885.18,2.55,42.62,49,1.4,14,8,150.74
PERF0000000379,CMP000067,2025-01-02,TikTok,885427,35130,3.97,521796,58.93,107698.77,3.07,121.63,1542,4.39,270,198,4269.9
PERF0000000380,CMP000010,2024-12-19,TikTok,202304,5930,2.93,0,0,8913.07,1.5,44.06,275,4.64,72,45,903.92
PERF0000000381,CMP000078,2025-05-23,Instagram,235633,2153,0.91,0,0,1823.37,0.85,7.74,146,6.78,20,11,154.67
PERF0000000382,CMP000092,2024-11-19,Facebook,351611,3782,1.08,0,0,15696.35,4.15,44.64,282,7.46,55,38,453.71
PERF0000000383,CMP000021,2024-07-30,LinkedIn,16768,185,1.1,0,0,198.96,1.08,11.87,11,5.95,11,3,48.5
PERF0000000384,CMP000074,2024-09-13,Google Ads,92210,1056,1.15,0,0,1383.54,1.31,15.0,101,9.56,101,54,911.55
PERF0000000385,CMP000003,2024-10-15,TikTok,49956,520,1.04,0,0,1679.27,3.23,33.61,27,5.19,5,2,29.48
PERF0000000386,CMP000019,2024-09-26,Instagram,331742,7129,2.15,0,0,12050.46,1.69,36.32,535,7.5,90,61,1052.76
PERF0000000387,CMP000030,2024-08-23,LinkedIn,148635,2131,1.43,59628,40.12,9308.55,4.37,62.63,118,5.54,21,11,113.72
PERF0000000388,CMP000061,2025-06-30,Google Ads,465195,11442,2.46,0,0,31636.92,2.76,68.01,235,2.05,235,115,1243.68
PERF0000000389,CMP000078,2025-06-09,Google Ads,475270,13518,2.84,0,0,48036.44,3.55,101.07,660,4.88,121,102,1913.21
PERF0000000390,CMP000055,2025-01-24,Programmatic,418954,10145,2.42,0,0,21074.51,2.08,50.3,836,8.24,235,196,3342.92
PERF0000000391,CMP000055,2025-01-21,TikTok,255159,6161,2.41,0,0,28312.16,4.6,110.96,108,1.75,23,16,201.59
PERF0000000392,CMP000001,2024-08-01,Google Ads,308031,5564,1.81,0,0,15795.8,2.84,51.28,243,4.37,34,27,397.27
PERF0000000393,CMP000014,2025-02-18,LinkedIn,346613,6805,1.96,0,0,11404.25,1.68,32.9,396,5.82,84,62,1418.26
PERF0000000394,CMP000051,2024-09-20,YouTube,221650,4167,1.88,0,0,12538.64,3.01,56.57,108,2.59,22,15,342.44
PERF0000000395,CMP000074,2024-09-20,LinkedIn,390761,3302,0.85,0,0,14486.66,4.39,37.07,68,2.06,68,26,518.79
PERF0000000396,CMP000021,2024-07-13,YouTube,271518,4076,1.5,0,0,8245.63,2.02,30.37,242,5.94,242,140,2643.91
PERF0000000397,CMP000021,2024-07-22,Google Ads,426721,3105,0.73,0,0,3583.1,1.15,8.4,289,9.31,289,137,1354.54
PERF0000000398,CMP000029,2024-09-23,Facebook,324306,1927,0.59,0,0,4296.18,2.23,13.25,190,9.86,42,29,549.62
PERF0000000399,CMP000077,2024-12-16,Instagram,340697,5914,1.74,0,0,3242.04,0.55,9.52,511,8.64,146,103,1206.79
PERF0000000400,CMP000077,2024-12-31,YouTube,327536,3025,0.92,0,0,2003.38,0.66,6.12,95,3.14,9,5,114.73
PERF0000000401,CMP000100,2024-09-04,Twitter,356095,5298,1.49,0,0,16621.74,3.14,46.68,299,5.64,73,38,389.59
PERF0000000402,CMP000037,2024-09-14,Twitter,374354,18167,4.85,164062,43.83,58654.62,3.23,156.68,499,2.75,499,335,5707.96
PERF0000000403,CMP000034,2025-04-30,LinkedIn,270414,2071,0.77,0,0,1710.1,0.83,6.32,75,3.62,21,17,380.53
PERF0000000404,CMP000069,2024-08-10,TikTok,737912,20448,2.77,360499,48.85,54725.69,2.68,74.16,652,3.19,109,88,1630.84
PERF0000000405,CMP000076,2025-03-03,Google Ads,257691,2037,0.79,0,0,1637.74,0.8,6.36,136,6.68,136,94,1735.88
PERF0000000406,CMP000030,2024-09-05,Twitter,442459,21334,4.82,247003,55.83,11600.46,0.54,26.22,1811,8.49,271,145,2671.16
